"","ES_score","Gene"
"DDX50",16.1806215631227,"DDX50"
"C1QBP",25.3387428748148,"C1QBP"
"AIP",19.5389212972901,"AIP"
"NUP107",11.7207297239439,"NUP107"
"CPSF6",15.5873388643302,"CPSF6"
"CCND3",35.4427837842991,"CCND3"
"BRD8",13.2038095010901,"BRD8"
"SKP1",58.054682011046,"SKP1"
"SMAD5",12.9148188967758,"SMAD5"
"RPL24",70.8586737733708,"RPL24"
"SPTBN1",22.5533572584471,"SPTBN1"
"AUP1",34.2472333929958,"AUP1"
"STAT1",15.044516602736,"STAT1"
"GLS",25.9049769295503,"GLS"
"CCT4",27.2066501397267,"CCT4"
"MOB4",15.1993202824626,"MOB4"
"PPP1R7",13.9396117750423,"PPP1R7"
"AAK1",20.0859729935391,"AAK1"
"PRDM2",33.2888645237961,"PRDM2"
"MAP7D1",12.4328888904333,"MAP7D1"
"LGALS8",15.0872639956228,"LGALS8"
"RLF",13.9977299386361,"RLF"
"ATP6V0B",37.4892184310216,"ATP6V0B"
"OSBPL9",14.7384676130173,"OSBPL9"
"NDUFB3",21.6911529569365,"NDUFB3"
"SET",62.8457944229295,"SET"
"PPP6C",15.427616443413,"PPP6C"
"YLPM1",16.4446569247044,"YLPM1"
"ENY2",31.7715079218378,"ENY2"
"ETF1",27.0382854804096,"ETF1"
"ZC3H7A",18.0036292204774,"ZC3H7A"
"SEPTIN7",50.2459153863997,"SEPTIN7"
"STAU1",24.1566010369099,"STAU1"
"TBCC",16.9594933666451,"TBCC"
"RREB1",16.841319610171,"RREB1"
"TM9SF2",26.6675181315974,"TM9SF2"
"HNRNPR",19.2701274738392,"HNRNPR"
"SMARCA4",15.4245969659532,"SMARCA4"
"DNAJB9",21.7892807823591,"DNAJB9"
"DAD1",44.3081074299233,"DAD1"
"MRPL34",18.3182189450009,"MRPL34"
"LSM7",33.8707646351009,"LSM7"
"NDUFA10",19.1859215749452,"NDUFA10"
"PER2",12.8003256257402,"PER2"
"DMTF1",20.6337116775349,"DMTF1"
"SYNCRIP",25.4966150907528,"SYNCRIP"
"RC3H1",30.5536747873692,"RC3H1"
"ISCU",40.8878515592157,"ISCU"
"DCAF7",19.5580680429974,"DCAF7"
"RIPK1",10.5343892266035,"RIPK1"
"LRPPRC",17.3679570282845,"LRPPRC"
"PPIG",40.9551700349073,"PPIG"
"ETV6",16.8740527747104,"ETV6"
"NUP58",17.3016358576646,"NUP58"
"N4BP2L1",15.5289364433191,"N4BP2L1"
"SRP14",66.1824284230272,"SRP14"
"NCOA2",19.3886463297752,"NCOA2"
"GALNT1",16.0124392658717,"GALNT1"
"SNAPIN",11.2672476157439,"SNAPIN"
"GUK1",43.9144284773048,"GUK1"
"PARP1",21.7866986593113,"PARP1"
"MRPS5",18.9090890631774,"MRPS5"
"UBXN4",48.6917924167249,"UBXN4"
"NDUFB11",37.4487394507396,"NDUFB11"
"NONO",44.8109262020881,"NONO"
"RPL10",78.888610950087,"RPL10"
"ZCCHC7",15.0737644253387,"ZCCHC7"
"EIF4EBP2",22.6040143591815,"EIF4EBP2"
"CELF1",24.1089451498641,"CELF1"
"ALDOA",43.3573587857311,"ALDOA"
"TIMM8B",18.1207300950615,"TIMM8B"
"SCAF4",14.4588091203378,"SCAF4"
"EIF4A2",56.2694488978596,"EIF4A2"
"MORC3",14.4561315469719,"MORC3"
"CTBP1",48.2447225824681,"CTBP1"
"BSDC1",13.4798608741992,"BSDC1"
"PSMC2",16.9154243703006,"PSMC2"
"MAGOH",14.1230958326615,"MAGOH"
"NCSTN",18.3435966726973,"NCSTN"
"TMEM183A",14.3913813934893,"TMEM183A"
"ZNF148",14.3953502818035,"ZNF148"
"HMGB2",32.3406771767826,"HMGB2"
"ABCE1",12.6709060847615,"ABCE1"
"TRA2A",63.5277697412852,"TRA2A"
"DCAF13",12.9196725231791,"DCAF13"
"COPS2",14.9081461761545,"COPS2"
"MRPL16",14.7724850310123,"MRPL16"
"EEF2",57.7941000138322,"EEF2"
"SLC3A2",32.4793627264658,"SLC3A2"
"SF1",43.6525776236141,"SF1"
"MPLKIP",12.8554092942425,"MPLKIP"
"CNBP",60.5096038642891,"CNBP"
"HSPA4",20.2132876038295,"HSPA4"
"SMARCC1",19.7201862275597,"SMARCC1"
"DDX23",9.66212335535532,"DDX23"
"DENND4A",23.8720595467909,"DENND4A"
"PTPN2",26.0720593913301,"PTPN2"
"EIF3F",42.2855350048749,"EIF3F"
"CTDNEP1",13.9891870113081,"CTDNEP1"
"ZBTB38",25.0178492044975,"ZBTB38"
"BET1L",12.8807188144298,"BET1L"
"COX5A",29.6871343284104,"COX5A"
"TAF7",39.2384878327579,"TAF7"
"SPTY2D1",12.4676585530529,"SPTY2D1"
"EHMT1",20.1838271286679,"EHMT1"
"NOP10",34.3360741613639,"NOP10"
"PPP1R2",32.0133517032296,"PPP1R2"
"MORF4L1",57.7440235432703,"MORF4L1"
"POLR3C",9.11484955972488,"POLR3C"
"CHP1",39.8355414411572,"CHP1"
"GTF2F2",10.7014103581943,"GTF2F2"
"SRSF10",35.5291501403067,"SRSF10"
"PTAR1",9.72446387541204,"PTAR1"
"NF1",15.2608890376838,"NF1"
"BAZ1A",34.2173337020065,"BAZ1A"
"PHACTR4",18.0438603098475,"PHACTR4"
"SDHD",30.0651193545691,"SDHD"
"CSNK2B",27.5010970454203,"CSNK2B"
"IPO7",15.0730364563455,"IPO7"
"SCAF8",9.23803434116289,"SCAF8"
"MRPS21",32.0305682021884,"MRPS21"
